"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","soft_sediment","shell_debris","cobble","pebble","hard_substrate","anthro_substrate","unknown","filamentous_brown","sargassum","sugar_kelp","green_algae","textured_kelp","other_brown_kelp","red_algae","coralline_algae","kelp_bryozoan","sessile_invert","mobile_invert"
938,"6_2",6,2,3.38328,6.58368,2.7432,1.033133333,47.61938412,-122.3627471,"2022_8_15_10-21-13_344.jpg",2,12,0,2,0,0,6,0,0,61,0,5,0,12,0,0,0,0
937,"6_2",6,2,3.26136,6.58368,2.7432,1.3248,47.61939366,-122.3627473,"2022_8_15_10-21-13_336.jpg",1,2,0,2,0,0,1,0,0,62,7,13,0,12,0,0,0,0
925,"6_2",6,2,2.22504,6.58368,2.7432,1.187875,47.61951196,-122.3628049,"2022_8_15_10-21-13_248.jpg",0,0,3,0,1,0,12,0,24,30,17,0,0,12,0,0,0,1
955,"6_2",6,2,4.54152,6.58368,2.7432,0.788466667,47.61965393,-122.3630416,"2022_8_15_10-21-13_72.jpg",4,6,0,0,0,0,1,0,0,89,0,0,0,0,0,0,0,0
957,"6_2",6,2,4.2672,6.58368,2.7432,0.967133333,47.61964631,-122.363028,"2022_8_15_10-21-13_80.jpg",3,22,8,6,0,0,6,0,0,55,0,0,0,0,0,0,0,0
958,"6_2",6,2,4.32816,6.58368,2.7432,0.882133333,47.61964009,-122.3630166,"2022_8_15_10-21-13_88.jpg",3,7,0,8,0,0,4,0,0,78,0,0,0,0,0,0,0,0
930,"6_2",6,2,2.22504,6.58368,2.7432,1.255625,47.61946593,-122.3627707,"2022_8_15_10-21-13_288.jpg",0,1,0,1,0,0,19,2,0,32,21,0,0,15,1,0,0,0
906,"6_2",6,2,3.93192,6.58368,2.7432,0.964333333,47.61962159,-122.3629834,"2022_8_15_10-21-13_112.jpg",1,5,0,8,0,0,6,0,0,79,0,0,0,1,0,0,0,0
942,"6_2",6,2,3.87096,6.58368,2.7432,0.827933333,47.61933614,-122.3627336,"2022_8_15_10-21-13_376.jpg",3,7,1,7,0,0,1,0,0,77,1,0,0,3,0,0,0,0
939,"6_2",6,2,3.44424,6.58368,2.7432,1.196375,47.61937044,-122.3627464,"2022_8_15_10-21-13_352.jpg",1,13,0,3,0,0,1,0,0,58,8,0,0,16,0,0,0,0
911,"6_2",6,2,3.41376,6.58368,2.7432,1.01,47.61958872,-122.362923,"2022_8_15_10-21-13_152.jpg",7,0,1,5,0,0,8,0,0,75,3,0,0,1,0,0,0,0
909,"6_2",6,2,3.53568,6.58368,2.7432,1.1612,47.61960241,-122.3629488,"2022_8_15_10-21-13_136.jpg",11,20,5,4,0,0,3,0,1,52,4,0,0,0,0,0,0,0
918,"6_2",6,2,2.52984,6.58368,2.7432,0.972266667,47.61956681,-122.3628511,"2022_8_15_10-21-13_200.jpg",1,3,4,3,0,0,17,0,12,46,6,0,0,6,0,0,0,0
940,"6_2",6,2,3.90144,6.58368,2.7432,1.0186,47.61935871,-122.3627425,"2022_8_15_10-21-13_360.jpg",8,10,0,8,0,0,4,0,0,64,0,0,0,5,0,0,0,0
913,"6_2",6,2,3.29184,6.58368,2.7432,0.9594,47.61958263,-122.3629088,"2022_8_15_10-21-13_160.jpg",7,3,0,3,0,0,20,0,0,65,2,0,0,0,0,0,0,0
912,"6_2",6,2,4.90728,6.58368,2.7432,1.2402,47.61968871,-122.3631152,"2022_8_15_10-21-13_16.jpg",35,32,0,17,0,0,4,0,0,0,3,0,0,8,0,0,0,0
904,"6_2",6,2,4.54152,6.58368,2.7432,1.481733333,47.6196975,-122.3631362,"2022_8_15_10-21-13_0.jpg",9,40,3,11,0,0,18,0,0,0,15,0,0,4,0,0,0,0
941,"6_2",6,2,3.90144,6.58368,2.7432,0.9694,47.61934814,-122.3627381,"2022_8_15_10-21-13_368.jpg",6,8,0,6,1,0,9,0,3,44,2,20,0,1,0,0,0,0
927,"6_2",6,2,2.22504,6.58368,2.7432,1.1168,47.61949236,-122.3627887,"2022_8_15_10-21-13_264.jpg",1,1,4,5,0,0,6,0,10,45,4,0,0,23,1,0,0,0
932,"6_2",6,2,2.83464,6.58368,2.7432,1.071533333,47.61944022,-122.3627572,"2022_8_15_10-21-13_304.jpg",0,1,0,3,0,0,15,0,0,25,9,5,0,26,0,0,0,0
921,"6_2",6,2,2.19456,6.58368,2.7432,1.008266667,47.61954283,-122.3628251,"2022_8_15_10-21-13_224.jpg",0,0,1,0,1,0,14,0,9,37,25,0,0,12,0,0,0,0
926,"6_2",6,2,2.19456,6.58368,2.7432,1.109866667,47.61950181,-122.3627965,"2022_8_15_10-21-13_256.jpg",0,1,1,2,2,0,8,0,11,37,30,0,0,7,0,0,0,0
946,"6_2",6,2,3.81,6.58368,2.7432,0.84,47.61931206,-122.3627131,"2022_8_15_10-21-13_400.jpg",1,5,0,4,3,0,2,0,0,38,22,15,0,8,0,0,0,0
929,"6_2",6,2,2.22504,6.58368,2.7432,1.3131875,47.61947535,-122.3627766,"2022_8_15_10-21-13_280.jpg",0,0,2,5,0,0,22,0,15,9,27,0,0,12,0,0,0,0
934,"6_2",6,2,4.93776,6.58368,2.7432,0.8724,47.61967973,-122.3630932,"2022_8_15_10-21-13_32.jpg",24,23,4,2,0,0,11,0,0,36,0,0,0,0,0,0,0,0
920,"6_2",6,2,2.22504,6.58368,2.7432,3.3172,47.61955088,-122.3628316,"2022_8_15_10-21-13_216.jpg",0,0,7,2,0,0,17,0,9,26,22,0,0,17,0,0,0,0
954,"6_2",6,2,4.60248,6.58368,2.7432,0.801666667,47.61965919,-122.3630511,"2022_8_15_10-21-13_64.jpg",2,5,0,0,0,0,3,0,0,90,0,0,0,0,0,0,0,0
917,"6_2",6,2,2.77368,6.58368,2.7432,2.0132,47.61957028,-122.3628629,"2022_8_15_10-21-13_192.jpg",0,3,2,0,2,0,17,0,9,28,16,0,18,5,0,0,0,0
905,"6_2",6,2,3.90144,6.58368,2.7432,0.9698,47.61962684,-122.3629929,"2022_8_15_10-21-13_104.jpg",4,1,0,8,0,0,9,0,0,78,0,0,0,0,0,0,0,0
952,"6_2",6,2,4.69392,6.58368,2.7432,0.823733333,47.61967057,-122.3630722,"2022_8_15_10-21-13_48.jpg",6,4,1,1,0,0,8,0,0,78,0,0,0,1,0,0,0,0
956,"6_2",6,2,4.8768,6.58368,2.7432,1.226333333,47.61969374,-122.3631266,"2022_8_15_10-21-13_8.jpg",11,37,3,17,0,0,23,0,0,0,5,0,0,2,0,0,0,2
943,"6_2",6,2,3.84048,6.58368,2.7432,1.032666667,47.61932688,-122.3627294,"2022_8_15_10-21-13_384.jpg",1,8,0,2,0,0,17,0,0,68,0,0,0,4,0,0,0,0
910,"6_2",6,2,3.3528,6.58368,2.7432,1.0156,47.61959468,-122.3629345,"2022_8_15_10-21-13_144.jpg",11,15,4,2,0,0,9,0,0,59,0,0,0,0,0,0,0,0
919,"6_2",6,2,2.22504,6.58368,2.7432,2.839133333,47.61955974,-122.3628412,"2022_8_15_10-21-13_208.jpg",0,1,2,1,0,0,23,0,26,26,6,0,0,14,0,0,0,1
928,"6_2",6,2,2.22504,6.58368,2.7432,1.1346,47.61948564,-122.3627835,"2022_8_15_10-21-13_272.jpg",0,1,3,1,0,0,13,0,26,28,8,0,8,4,6,0,0,0
947,"6_2",6,2,3.44424,6.58368,2.7432,0.96,47.61932461,-122.3627135,"2022_8_15_10-21-13_408.jpg",6,5,2,3,0,0,10,0,0,63,6,0,0,5,0,0,0,0
923,"6_2",6,2,4.90728,6.58368,2.7432,1.0511875,47.6196853,-122.363107,"2022_8_15_10-21-13_24.jpg",16,31,4,7,0,0,16,0,0,1,20,3,0,2,0,0,0,0
907,"6_2",6,2,3.87096,6.58368,2.7432,0.829133333,47.61961453,-122.3629707,"2022_8_15_10-21-13_120.jpg",12,4,1,9,0,0,1,0,1,70,2,0,0,0,0,0,0,0
916,"6_2",6,2,2.77368,6.58368,2.7432,2.988733333,47.61957358,-122.3628755,"2022_8_15_10-21-13_184.jpg",3,2,2,2,1,0,28,0,8,37,4,0,0,9,0,0,0,0
931,"6_2",6,2,2.22504,6.58368,2.7432,1.567266667,47.61945358,-122.3627635,"2022_8_15_10-21-13_296.jpg",1,1,2,8,0,0,5,0,2,21,4,0,0,18,1,0,0,0
924,"6_2",6,2,2.19456,6.58368,2.7432,1.060466667,47.6195189,-122.3628107,"2022_8_15_10-21-13_240.jpg",0,0,8,0,1,0,16,0,1,19,17,0,0,38,0,0,0,0
908,"6_2",6,2,3.56616,6.58368,2.7432,0.9748,47.61960904,-122.3629607,"2022_8_15_10-21-13_128.jpg",8,12,1,11,0,0,5,0,0,58,0,0,0,4,0,0,0,0
949,"6_2",6,2,3.26136,6.58368,2.7432,1.2292,47.61933796,-122.3627184,"2022_8_15_10-21-13_424.jpg",0,1,0,0,0,0,5,0,1,51,12,0,0,30,0,0,0,0
936,"6_2",6,2,2.86512,6.58368,2.7432,1.1632,47.61940506,-122.3627465,"2022_8_15_10-21-13_328.jpg",5,10,0,2,0,0,10,0,0,41,6,6,0,20,0,0,0,0
935,"6_2",6,2,2.86512,6.58368,2.7432,1.050933333,47.61941876,-122.3627471,"2022_8_15_10-21-13_320.jpg",2,12,3,1,0,0,12,0,0,4,37,0,0,29,0,0,0,0
948,"6_2",6,2,3.23088,6.58368,2.7432,1.186666667,47.61932632,-122.3627187,"2022_8_15_10-21-13_416.jpg",4,2,0,3,0,0,5,0,0,64,5,10,0,7,0,0,0,0
922,"6_2",6,2,2.19456,6.58368,2.7432,1.352333333,47.61953183,-122.3628185,"2022_8_15_10-21-13_232.jpg",0,0,3,0,1,0,11,0,10,9,29,0,0,37,0,0,0,0
969,"6_3",6,3,4.32816,6.58368,2.4384,0.8630625,47.61950783,-122.3630104,"2022_8_15_10-53-49_160.jpg",9,22,18,5,19,0,2,0,0,0,0,22,0,3,0,0,0,0
1027,"6_3",6,3,6.33984,6.58368,2.4384,1.024066667,47.61914788,-122.3625145,"2022_8_15_10-53-49_584.jpg",6,44,2,13,0,0,13,0,0,5,3,5,0,5,0,0,0,0
1033,"6_3",6,3,4.75488,6.58368,2.4384,4.462133333,47.61960084,-122.3631157,"2022_8_15_10-53-49_64.jpg",3,7,1,57,0,0,13,0,0,14,2,0,0,0,0,0,0,0
995,"6_3",6,3,5.12064,6.58368,2.4384,0.974466667,47.61935054,-122.3627588,"2022_8_15_10-53-49_352.jpg",0,0,0,1,0,0,1,0,0,97,0,0,0,0,1,0,0,0
1014,"6_3",6,3,5.4864,6.58368,2.4384,1.0364,47.61923746,-122.3625935,"2022_8_15_10-53-49_488.jpg",1,7,3,2,3,0,0,0,0,83,1,0,0,0,0,0,0,0
966,"6_3",6,3,4.38912,6.58368,2.4384,0.875866667,47.61952134,-122.3630289,"2022_8_15_10-53-49_144.jpg",0,2,0,0,0,0,2,0,0,86,0,6,0,0,0,0,0,0
963,"6_3",6,3,4.29768,6.58368,2.4384,0.9536875,47.61954511,-122.3630575,"2022_8_15_10-53-49_120.jpg",0,11,4,1,0,0,4,0,0,20,1,39,0,19,0,0,0,0
981,"6_3",6,3,4.51104,6.58368,2.4384,1.270066667,47.61943573,-122.3628905,"2022_8_15_10-53-49_248.jpg",9,12,2,12,2,0,11,2,0,13,2,0,0,26,0,0,0,0
967,"6_3",6,3,4.38912,6.58368,2.4384,0.8628125,47.61951395,-122.3630187,"2022_8_15_10-53-49_152.jpg",1,3,1,7,6,0,8,0,0,45,2,14,0,1,0,0,0,0
999,"6_3",6,3,5.09016,6.58368,2.4384,1.074266667,47.61932639,-122.3627253,"2022_8_15_10-53-49_384.jpg",1,40,2,14,0,0,9,0,0,20,0,6,0,0,0,0,0,0
976,"6_3",6,3,4.4196,6.58368,2.4384,0.900066667,47.61946977,-122.3629292,"2022_8_15_10-53-49_216.jpg",6,19,8,13,0,0,13,0,0,28,6,0,0,7,0,0,0,0
1004,"6_3",6,3,5.45592,6.58368,2.4384,0.9572,47.61930147,-122.3626908,"2022_8_15_10-53-49_416.jpg",2,18,2,4,0,0,5,0,0,53,6,9,0,0,0,0,0,0
1008,"6_3",6,3,5.4864,6.58368,2.4384,0.9802,47.61927205,-122.3626457,"2022_8_15_10-53-49_448.jpg",1,12,0,0,3,0,2,0,0,63,0,15,0,0,0,0,0,0
1026,"6_3",6,3,6.12648,6.58368,2.4384,1.173,47.61915728,-122.3625243,"2022_8_15_10-53-49_576.jpg",5,33,7,33,0,0,6,0,0,10,3,2,0,0,0,0,0,0
973,"6_3",6,3,4.35864,6.58368,2.4384,0.953466667,47.61948277,-122.3629648,"2022_8_15_10-53-49_192.jpg",4,39,11,7,1,0,1,0,0,32,3,0,0,2,0,0,0,0
979,"6_3",6,3,4.8768,6.58368,2.4384,0.7614,47.61963046,-122.363157,"2022_8_15_10-53-49_24.jpg",12,0,2,12,0,0,7,0,0,0,3,57,0,7,0,0,0,0
997,"6_3",6,3,5.05968,6.58368,2.4384,1.026866667,47.61933758,-122.3627407,"2022_8_15_10-53-49_368.jpg",1,17,8,16,0,0,3,0,0,27,2,12,0,3,0,0,0,0
1011,"6_3",6,3,5.45592,6.58368,2.4384,0.997333333,47.61925304,-122.3626139,"2022_8_15_10-53-49_472.jpg",0,8,0,1,0,0,4,0,0,84,0,0,0,2,0,0,0,1
978,"6_3",6,3,4.38912,6.58368,2.4384,0.843,47.61945786,-122.3629081,"2022_8_15_10-53-49_232.jpg",0,6,7,5,2,0,4,3,0,69,1,2,0,1,0,0,0,0
970,"6_3",6,3,4.38912,6.58368,2.4384,0.889866667,47.61949903,-122.3629983,"2022_8_15_10-53-49_168.jpg",6,10,6,3,0,0,0,0,0,59,0,16,0,0,0,0,0,0
980,"6_3",6,3,4.38912,6.58368,2.4384,1.0534,47.61944537,-122.3628979,"2022_8_15_10-53-49_240.jpg",0,10,2,3,1,0,3,0,0,66,0,4,0,10,0,0,0,0
1021,"6_3",6,3,5.57784,6.58368,2.4384,1.1506,47.61919204,-122.3625443,"2022_8_15_10-53-49_544.jpg",3,6,0,29,0,0,2,0,0,57,2,0,0,1,0,0,0,0
984,"6_3",6,3,5.12064,6.58368,2.4384,1.038733333,47.6194098,-122.362869,"2022_8_15_10-53-49_272.jpg",3,31,1,2,7,0,3,0,0,49,2,0,0,2,0,0,0,0
1017,"6_3",6,3,5.4864,6.58368,2.4384,0.8376,47.61921823,-122.3625678,"2022_8_15_10-53-49_512.jpg",5,22,0,25,0,0,0,0,0,36,0,9,0,3,0,0,0,0
1034,"6_3",6,3,4.60248,6.58368,2.4384,4.524533333,47.61959343,-122.3631088,"2022_8_15_10-53-49_72.jpg",0,4,1,55,0,0,7,0,0,28,0,0,0,5,0,0,0,0
1013,"6_3",6,3,5.45592,6.58368,2.4384,1.094266667,47.6192442,-122.3626024,"2022_8_15_10-53-49_480.jpg",5,42,16,5,2,0,2,0,0,20,0,0,0,7,0,0,0,0
1007,"6_3",6,3,5.4864,6.58368,2.4384,1.002133333,47.61927891,-122.362657,"2022_8_15_10-53-49_440.jpg",15,15,7,12,3,0,2,2,0,37,4,0,0,3,0,0,0,0
1038,"6_3",6,3,4.4196,6.58368,2.4384,0.802466667,47.6195735,-122.3630878,"2022_8_15_10-53-49_96.jpg",11,34,0,18,0,0,16,0,0,10,1,8,0,1,0,0,0,0
986,"6_3",6,3,5.36448,6.58368,2.4384,1.094266667,47.61939968,-122.36285,"2022_8_15_10-53-49_288.jpg",1,5,1,2,0,0,2,0,0,85,2,0,0,2,0,0,0,0
1032,"6_3",6,3,6.73608,6.58368,2.4384,1.081066667,47.61909521,-122.3624586,"2022_8_15_10-53-49_624.jpg",4,35,2,16,0,0,0,0,0,43,0,0,0,0,0,0,0,0
1020,"6_3",6,3,5.51688,6.58368,2.4384,0.8465,47.61920138,-122.3625476,"2022_8_15_10-53-49_536.jpg",4,9,17,19,0,0,2,0,0,38,2,4,0,4,0,0,0,1
996,"6_3",6,3,5.15112,6.58368,2.4384,0.927466667,47.6193431,-122.3627483,"2022_8_15_10-53-49_360.jpg",0,3,2,5,0,0,1,0,0,78,7,0,0,1,0,1,0,2
991,"6_3",6,3,5.6388,6.58368,2.4384,2.6542,47.61937213,-122.3628038,"2022_8_15_10-53-49_320.jpg",3,13,0,5,0,0,11,0,0,38,0,12,0,6,0,0,0,0
977,"6_3",6,3,4.38912,6.58368,2.4384,0.857533333,47.6194653,-122.3629188,"2022_8_15_10-53-49_224.jpg",9,7,2,4,0,0,5,0,0,69,0,0,0,4,0,0,0,0
1035,"6_3",6,3,4.99872,6.58368,2.4384,1.070266667,47.61964521,-122.363178,"2022_8_15_10-53-49_8.jpg",24,1,6,0,0,0,8,0,0,32,1,23,0,3,0,0,0,0
1012,"6_3",6,3,4.69392,6.58368,2.4384,4.556875,47.61961428,-122.3631338,"2022_8_15_10-53-49_48.jpg",2,6,0,22,0,0,23,0,0,14,5,19,0,8,0,0,0,0
964,"6_3",6,3,4.32816,6.58368,2.4384,0.8564,47.6195333,-122.363045,"2022_8_15_10-53-49_128.jpg",6,21,5,13,0,0,4,0,0,20,0,29,0,2,0,0,0,0
962,"6_3",6,3,4.45008,6.58368,2.4384,0.842333333,47.61955419,-122.3630673,"2022_8_15_10-53-49_112.jpg",9,17,0,0,0,0,7,0,0,41,0,21,0,0,0,0,0,0
989,"6_3",6,3,5.60832,6.58368,2.4384,0.780733333,47.6193774,-122.3628149,"2022_8_15_10-53-49_312.jpg",2,15,1,2,0,0,4,0,0,76,0,0,0,0,0,0,0,0
1018,"6_3",6,3,5.42544,6.58368,2.4384,0.737866667,47.61921389,-122.362562,"2022_8_15_10-53-49_520.jpg",2,19,0,12,0,0,1,0,0,47,1,18,0,0,0,0,0,0
993,"6_3",6,3,5.4864,6.58368,2.4384,1.267266667,47.61936046,-122.3627783,"2022_8_15_10-53-49_336.jpg",8,30,6,10,0,0,14,0,0,6,12,0,0,8,0,0,0,0
1030,"6_3",6,3,6.33984,6.58368,2.4384,1.2034,47.61911731,-122.3624822,"2022_8_15_10-53-49_608.jpg",11,31,0,9,0,0,8,0,0,39,1,0,0,1,0,0,0,0
968,"6_3",6,3,4.99872,6.58368,2.4384,0.794266667,47.61963727,-122.3631672,"2022_8_15_10-53-49_16.jpg",6,2,1,14,0,0,1,0,0,0,0,65,0,9,0,1,0,0
1015,"6_3",6,3,5.45592,6.58368,2.4384,0.8622,47.61923096,-122.3625851,"2022_8_15_10-53-49_496.jpg",1,9,14,5,0,0,0,0,0,56,0,0,0,3,0,0,0,0
1001,"6_3",6,3,4.75488,6.58368,2.4384,4.412866667,47.61962051,-122.3631427,"2022_8_15_10-53-49_40.jpg",3,2,2,49,0,0,2,0,0,4,2,28,0,7,0,0,0,1
998,"6_3",6,3,5.05968,6.58368,2.4384,1.062666667,47.6193325,-122.3627337,"2022_8_15_10-53-49_376.jpg",2,37,4,9,0,0,2,0,0,31,3,3,0,5,0,0,0,0
1036,"6_3",6,3,4.63296,6.58368,2.4384,4.3696875,47.61958834,-122.363104,"2022_8_15_10-53-49_80.jpg",1,6,0,47,0,0,8,0,0,37,1,0,0,0,0,0,0,0
961,"6_3",6,3,4.29768,6.58368,2.4384,0.908933333,47.61956486,-122.3630787,"2022_8_15_10-53-49_104.jpg",9,21,0,37,0,0,16,0,0,11,1,0,0,3,0,0,0,0
1000,"6_3",6,3,5.12064,6.58368,2.4384,1.0724,47.61931788,-122.3627134,"2022_8_15_10-53-49_392.jpg",4,39,9,20,0,1,13,0,0,5,0,0,0,1,0,0,0,0
1029,"6_3",6,3,6.37032,6.58368,2.4384,1.041466667,47.61912682,-122.3624924,"2022_8_15_10-53-49_600.jpg",7,41,3,18,0,0,5,0,0,17,2,0,0,6,0,0,0,0
1124,"7_1",7,1,4.93776,6.58368,4.54152,1.1196,47.61733626,-122.360038,"2022_8_15_11-59-18_256.jpg",0,5,3,0,0,0,3,0,0,82,2,0,0,1,0,0,0,0
1169,"7_1",7,1,7.40664,6.58368,4.54152,1.170466667,47.61738818,-122.3602465,"2022_8_15_11-59-18_88.jpg",3,1,0,0,0,0,11,3,0,56,7,0,0,5,0,2,0,0
1109,"7_1",7,1,7.13232,6.58368,4.54152,0.951375,47.61735554,-122.3601607,"2022_8_15_11-59-18_152.jpg",8,1,14,14,0,0,5,0,0,32,11,0,0,8,0,0,0,1
1149,"7_1",7,1,4.63296,6.58368,4.54152,0.9178,47.61718939,-122.359802,"2022_8_15_11-59-18_440.jpg",14,34,1,5,0,0,9,0,0,18,2,0,0,13,0,0,0,0
1140,"7_1",7,1,4.63296,6.58368,4.54152,1.0616,47.61724847,-122.3598854,"2022_8_15_11-59-18_376.jpg",0,11,4,14,0,0,10,0,0,2,4,14,0,1,0,0,0,0
1128,"7_1",7,1,4.75488,6.58368,4.54152,1.000333333,47.6173168,-122.3599968,"2022_8_15_11-59-18_288.jpg",2,0,0,0,0,0,9,0,0,89,0,0,0,0,0,0,0,0
1104,"7_1",7,1,7.55904,6.58368,4.54152,0.955,47.61737314,-122.3602125,"2022_8_15_11-59-18_112.jpg",11,7,33,1,0,3,10,1,0,0,8,0,0,25,0,0,0,1
1130,"7_1",7,1,4.60248,6.58368,4.54152,0.9424,47.61730855,-122.3599719,"2022_8_15_11-59-18_304.jpg",0,16,14,2,0,0,11,0,0,50,1,6,0,0,0,0,0,0
1141,"7_1",7,1,4.60248,6.58368,4.54152,1.1226,47.61724052,-122.3598757,"2022_8_15_11-59-18_384.jpg",4,8,3,8,0,0,6,0,0,67,0,0,0,0,0,0,0,0
1113,"7_1",7,1,6.97992,6.58368,4.54152,0.813533333,47.61734929,-122.3601274,"2022_8_15_11-59-18_176.jpg",1,5,0,73,0,0,1,0,0,15,3,0,0,2,0,0,0,0
1114,"7_1",7,1,6.79704,6.58368,4.54152,0.816875,47.61735096,-122.3601205,"2022_8_15_11-59-18_184.jpg",0,10,3,45,0,0,32,0,0,5,5,0,0,0,0,0,0,0
1158,"7_1",7,1,4.38912,6.58368,4.54152,0.738666667,47.61713809,-122.359705,"2022_8_15_11-59-18_504.jpg",2,2,0,0,0,0,1,0,0,74,0,20,0,1,0,0,0,0
1168,"7_1",7,1,7.43712,6.58368,4.54152,1.1608,47.61739581,-122.3602597,"2022_8_15_11-59-18_80.jpg",11,3,3,2,0,0,7,0,0,54,0,5,0,1,0,0,0,0
1102,"7_1",7,1,7.89432,6.58368,4.54152,1.3816,47.6173858,-122.3603744,"2022_8_15_11-59-18_0.jpg",34,0,0,0,0,0,42,10,0,9,2,0,0,3,0,0,0,0
1146,"7_1",7,1,4.66344,6.58368,4.54152,0.897,47.61721086,-122.3598372,"2022_8_15_11-59-18_416.jpg",10,40,2,42,0,0,2,0,0,0,4,0,0,0,0,0,0,0
1135,"7_1",7,1,4.17576,6.58368,4.54152,0.987466667,47.61728686,-122.3599298,"2022_8_15_11-59-18_336.jpg",3,36,5,2,0,0,7,0,0,37,0,1,0,2,0,0,0,0
1116,"7_1",7,1,6.12648,6.58368,4.54152,0.878066667,47.61735681,-122.3601041,"2022_8_15_11-59-18_200.jpg",10,28,4,10,15,0,16,1,0,9,0,0,0,7,0,0,0,0
1142,"7_1",7,1,4.69392,6.58368,4.54152,0.941266667,47.61723267,-122.3598662,"2022_8_15_11-59-18_392.jpg",6,14,1,7,0,0,7,0,0,55,1,4,0,1,0,0,1,0
1123,"7_1",7,1,5.15112,6.58368,4.54152,0.907933333,47.61733913,-122.3600433,"2022_8_15_11-59-18_248.jpg",8,21,11,11,0,0,12,2,0,4,9,0,0,12,0,0,0,0
1105,"7_1",7,1,7.55904,6.58368,4.54152,0.893933333,47.61736952,-122.360202,"2022_8_15_11-59-18_120.jpg",3,6,7,3,0,0,6,1,0,65,5,0,0,2,0,0,0,0
1131,"7_1",7,1,4.48056,6.58368,4.54152,0.8418,47.61730915,-122.3599605,"2022_8_15_11-59-18_312.jpg",1,5,4,9,0,0,8,0,0,48,0,11,0,11,0,1,0,0
1132,"7_1",7,1,8.16864,6.58368,4.54152,0.8539375,47.61739978,-122.3603234,"2022_8_15_11-59-18_32.jpg",34,6,0,1,0,0,6,2,0,33,8,0,0,6,0,1,0,0
1165,"7_1",7,1,7.43712,6.58368,4.54152,0.987866667,47.61741212,-122.3602733,"2022_8_15_11-59-18_64.jpg",3,1,0,0,0,0,7,0,0,80,1,0,0,2,0,0,0,0
1115,"7_1",7,1,6.49224,6.58368,4.54152,0.782466667,47.61735376,-122.3601127,"2022_8_15_11-59-18_192.jpg",1,23,5,42,4,0,10,3,0,0,3,0,0,9,0,0,0,0
1156,"7_1",7,1,4.45008,6.58368,4.54152,0.841,47.61715085,-122.3597293,"2022_8_15_11-59-18_488.jpg",1,7,26,7,0,0,7,0,0,32,5,12,0,0,0,0,0,0
1134,"7_1",7,1,4.20624,6.58368,4.54152,0.956266667,47.61729579,-122.3599402,"2022_8_15_11-59-18_328.jpg",1,9,2,1,0,0,5,0,0,76,2,0,0,1,0,0,0,0
1164,"7_1",7,1,7.43712,6.58368,4.54152,1.143333333,47.6174095,-122.3602861,"2022_8_15_11-59-18_56.jpg",12,5,4,0,0,0,8,0,0,57,6,0,0,3,0,0,0,0
1170,"7_1",7,1,7.49808,6.58368,4.54152,1.088666667,47.61738191,-122.3602335,"2022_8_15_11-59-18_96.jpg",12,4,5,0,0,0,11,4,0,31,12,0,0,17,0,0,3,0
1144,"7_1",7,1,4.66344,6.58368,4.54152,0.878133333,47.61722361,-122.359855,"2022_8_15_11-59-18_400.jpg",2,32,0,7,0,0,1,0,0,57,0,0,0,0,0,0,0,0
1118,"7_1",7,1,5.39496,6.58368,4.54152,0.931133333,47.61735818,-122.3600825,"2022_8_15_11-59-18_216.jpg",5,41,4,8,0,0,4,0,0,36,0,0,0,2,0,0,0,0
1121,"7_1",7,1,8.16864,6.58368,4.54152,0.946533333,47.61739609,-122.3603371,"2022_8_15_11-59-18_24.jpg",49,3,2,2,0,0,13,2,0,0,8,0,0,6,0,0,0,0
1166,"7_1",7,1,7.43712,6.58368,4.54152,1.037125,47.61740247,-122.3602648,"2022_8_15_11-59-18_72.jpg",5,1,3,2,0,0,11,2,0,60,3,0,0,4,0,6,0,0
1112,"7_1",7,1,7.13232,6.58368,4.54152,0.855733333,47.61734921,-122.3601419,"2022_8_15_11-59-18_168.jpg",0,0,10,61,0,0,19,0,0,0,4,0,0,6,0,0,0,0
1148,"7_1",7,1,4.66344,6.58368,4.54152,0.876733333,47.6171962,-122.3598136,"2022_8_15_11-59-18_432.jpg",3,15,1,6,0,1,7,0,0,26,0,29,0,3,0,1,0,0
1111,"7_1",7,1,7.10184,6.58368,4.54152,0.943,47.61735304,-122.3601533,"2022_8_15_11-59-18_160.jpg",0,0,4,67,0,0,22,0,0,2,0,0,0,5,0,0,0,0
1157,"7_1",7,1,4.45008,6.58368,4.54152,0.790666667,47.61714456,-122.3597171,"2022_8_15_11-59-18_496.jpg",1,3,23,5,0,0,7,0,0,52,4,0,0,3,0,0,0,0
1147,"7_1",7,1,4.66344,6.58368,4.54152,0.893266667,47.61720285,-122.3598244,"2022_8_15_11-59-18_424.jpg",11,50,4,13,0,0,3,0,0,1,5,0,0,13,0,0,0,0
1145,"7_1",7,1,4.66344,6.58368,4.54152,0.88475,47.6172157,-122.359845,"2022_8_15_11-59-18_408.jpg",6,42,2,36,0,0,2,0,0,5,3,0,0,3,0,0,0,0
1106,"7_1",7,1,7.52856,6.58368,4.54152,0.858533333,47.61736474,-122.3601881,"2022_8_15_11-59-18_128.jpg",0,0,0,0,0,0,6,0,0,94,0,0,0,0,0,0,0,0
1122,"7_1",7,1,5.15112,6.58368,4.54152,1.038733333,47.61734508,-122.3600537,"2022_8_15_11-59-18_240.jpg",6,12,15,10,0,0,12,0,0,29,6,0,0,4,0,0,0,0
