"SU","key","site","transect","depth","depth_site_span","depth_transect_span","altitude","GPS_x","GPS_y","img_name","cup_SI","anem_SI","bivalve_SI","CaCuc_MS","crab_MS","CucEmb_SI","encru_SI","gastro_MS","HydBry_SI","KelpBry_SI","scallop_SI","SponSol_SI","SStar_MS","TunSol_SI","urchin_MS","shell_SU","SS_SU","bould_SU","cob_SU","concr_SU","lgshell_SU","peb_SU","reef_SU","wood_SU","anth_SU","fish_MS","glass_SU","metal_SU","poly_SU","UNIdent","X3rib_KE","X5rib_KE","art_CA","branch_RE","broad_KE","bullBL_KE","bullST_KE","bushy_RE","cabb_KE","coland_KE","cord_KE","crust_CA","DiRet_KE","feath_KE","filam_BR","filam_RE","FlatAci_BR","fucus_BR","giant_KE","holdfas_BR","LaEph_KE","LaLoSi_KE","leaf_RE","palm_KE","ribbn_KE","sargass_BR","senes_AL","senes_RE","split_KE","stalk_KE","strap_KE","StriAci_BR","sugar_KE","ulva_GR","undaria_BR","unk_BR","unk_RE","eel_SG","surf_SG"
65,"1_2",1,2,6.18744,1.28016,1.0668,0.947555556,47.63037443,-122.3985096,"2022_10_06_14-05-43_112.jpg",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11,0,0,19,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0
66,"1_2",1,2,6.15696,1.28016,1.0668,0.914444444,47.63037507,-122.3985218,"2022_10_06_14-05-43_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,2,0,0,0,0,0
67,"1_2",1,2,6.12648,1.28016,1.0668,0.957333333,47.63037581,-122.3985357,"2022_10_06_14-05-43_128.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0
68,"1_2",1,2,6.12648,1.28016,1.0668,0.973555556,47.63037585,-122.3985432,"2022_10_06_14-05-43_136.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
69,"1_2",1,2,6.12648,1.28016,1.0668,0.946888889,47.630376,-122.3985529,"2022_10_06_14-05-43_144.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,1,0,0,0
70,"1_2",1,2,6.12648,1.28016,1.0668,0.946111111,47.63037629,-122.3985652,"2022_10_06_14-05-43_152.jpg",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
71,"1_2",1,2,6.37032,1.28016,1.0668,0.98,47.6303722,-122.3983565,"2022_10_06_14-05-43_16.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,3,0,6,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,16,0,0,0
72,"1_2",1,2,6.12648,1.28016,1.0668,0.94,47.6303764,-122.3985744,"2022_10_06_14-05-43_160.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
73,"1_2",1,2,6.00456,1.28016,1.0668,0.978666667,47.63037677,-122.3985889,"2022_10_06_14-05-43_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0,0,0,0,0
74,"1_2",1,2,6.03504,1.28016,1.0668,1.006222222,47.63037705,-122.3986021,"2022_10_06_14-05-43_176.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0
75,"1_2",1,2,6.03504,1.28016,1.0668,0.964222222,47.63037724,-122.398615,"2022_10_06_14-05-43_184.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,0,0,0,0,0
76,"1_2",1,2,6.00456,1.28016,1.0668,0.959,47.63037755,-122.39863,"2022_10_06_14-05-43_192.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,11,0,0,0,0,0
77,"1_2",1,2,5.97408,1.28016,1.0668,1.016,47.63037766,-122.3986398,"2022_10_06_14-05-43_200.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,2,0,0,0,0,0
78,"1_2",1,2,5.97408,1.28016,1.0668,0.975111111,47.63037783,-122.3986494,"2022_10_06_14-05-43_208.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0
79,"1_2",1,2,5.91312,1.28016,1.0668,0.966444444,47.63037806,-122.398663,"2022_10_06_14-05-43_216.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,0,0,0,0,0
80,"1_2",1,2,5.9436,1.28016,1.0668,0.967,47.63037823,-122.3986719,"2022_10_06_14-05-43_224.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0
81,"1_2",1,2,5.91312,1.28016,1.0668,0.960222222,47.63037821,-122.3986866,"2022_10_06_14-05-43_232.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
82,"1_2",1,2,6.33984,1.28016,1.0668,0.923444444,47.63037348,-122.3983725,"2022_10_06_14-05-43_24.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,17,0,0,0
83,"1_2",1,2,5.91312,1.28016,1.0668,0.922222222,47.63037881,-122.3987026,"2022_10_06_14-05-43_240.jpg",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0
84,"1_2",1,2,5.85216,1.28016,1.0668,1.004222222,47.63037903,-122.3987139,"2022_10_06_14-05-43_248.jpg",0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,0,0,0,0
85,"1_2",1,2,5.82168,1.28016,1.0668,0.958777778,47.63037919,-122.3987248,"2022_10_06_14-05-43_256.jpg",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,16,12,0,6,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0
86,"1_2",1,2,5.85216,1.28016,1.0668,0.964333333,47.63037943,-122.3987361,"2022_10_06_14-05-43_264.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,0,0,0,0,0
87,"1_2",1,2,5.85216,1.28016,1.0668,0.939444444,47.6303796,-122.3987459,"2022_10_06_14-05-43_272.jpg",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,6,0,4,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,3,0,0,0,0,0
88,"1_2",1,2,5.88264,1.28016,1.0668,0.915555556,47.63037826,-122.3987551,"2022_10_06_14-05-43_280.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,8,0,0,0,0,0
89,"1_2",1,2,5.82168,1.28016,1.0668,0.928555556,47.63037628,-122.3987678,"2022_10_06_14-05-43_288.jpg",0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,74,1,0,0,0,0,0
90,"1_2",1,2,5.73024,1.28016,1.0668,0.835333333,47.630376,-122.3987833,"2022_10_06_14-05-43_296.jpg",0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
91,"1_2",1,2,5.6388,1.28016,1.0668,1.135444444,47.63037583,-122.3987967,"2022_10_06_14-05-43_304.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
92,"1_2",1,2,5.60832,1.28016,1.0668,1.174777778,47.63037616,-122.3988057,"2022_10_06_14-05-43_312.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,3,0,0,0,0,0
93,"1_2",1,2,6.33984,1.28016,1.0668,0.963777778,47.63037514,-122.3983905,"2022_10_06_14-05-43_32.jpg",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,0,0,1,0,0,2,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0,0,0,0
94,"1_2",1,2,5.66928,1.28016,1.0668,1.160777778,47.63037634,-122.3988191,"2022_10_06_14-05-43_320.jpg",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
95,"1_2",1,2,5.7912,1.28016,1.0668,0.963666667,47.63037634,-122.3988372,"2022_10_06_14-05-43_328.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,73,1,0,3,0,0,0
96,"1_2",1,2,5.82168,1.28016,1.0668,0.978444444,47.63037634,-122.3988514,"2022_10_06_14-05-43_336.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,11,0,0,0,0,0
97,"1_2",1,2,5.76072,1.28016,1.0668,0.957111111,47.63037634,-122.3988568,"2022_10_06_14-05-43_344.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0,0,8,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,4,0,0,0,0,0
98,"1_2",1,2,5.85216,1.28016,1.0668,0.949777778,47.63037634,-122.3988666,"2022_10_06_14-05-43_352.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,5,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,0,0,0,0,0
99,"1_2",1,2,5.85216,1.28016,1.0668,0.977444444,47.63037638,-122.3988763,"2022_10_06_14-05-43_360.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,0,0,0,0,0
100,"1_2",1,2,5.82168,1.28016,1.0668,0.9717,47.63037638,-122.3988874,"2022_10_06_14-05-43_368.jpg",0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
101,"1_2",1,2,5.82168,1.28016,1.0668,0.975777778,47.63037638,-122.3988972,"2022_10_06_14-05-43_376.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,32,0,0,0,0,0
102,"1_2",1,2,5.82168,1.28016,1.0668,1.003444444,47.63037638,-122.3989091,"2022_10_06_14-05-43_384.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
103,"1_2",1,2,5.82168,1.28016,1.0668,1.029222222,47.63037638,-122.39892,"2022_10_06_14-05-43_392.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,0,0,0,0,0
104,"1_2",1,2,6.33984,1.28016,1.0668,0.925,47.63037655,-122.3984043,"2022_10_06_14-05-43_40.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,7,0,0,6,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,11,0,0,0
105,"1_2",1,2,5.82168,1.28016,1.0668,1.011222222,47.63037638,-122.3989319,"2022_10_06_14-05-43_400.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,12,0,0,0,0,0
106,"1_2",1,2,5.88264,1.28016,1.0668,0.957888889,47.63037648,-122.3989424,"2022_10_06_14-05-43_408.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0
107,"1_2",1,2,5.82168,1.28016,1.0668,0.976333333,47.63037659,-122.3989539,"2022_10_06_14-05-43_416.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,56,33,0,0,0,0,0
108,"1_2",1,2,5.85216,1.28016,1.0668,0.957444444,47.6303764,-122.398964,"2022_10_06_14-05-43_424.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,27,0,0,0,0,0
109,"1_2",1,2,5.85216,1.28016,1.0668,0.986,47.63037714,-122.3989752,"2022_10_06_14-05-43_432.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,81,10,0,0,0,0,0
110,"1_2",1,2,6.33984,1.28016,1.0668,0.909888889,47.63037694,-122.3984149,"2022_10_06_14-05-43_48.jpg",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,1,0,1,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,0,5,0,0,0
111,"1_2",1,2,6.21792,1.28016,1.0668,0.881111111,47.63037738,-122.3984266,"2022_10_06_14-05-43_56.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,6,0,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,4,0,0,0
112,"1_2",1,2,6.18744,1.28016,1.0668,0.965888889,47.63037779,-122.3984385,"2022_10_06_14-05-43_64.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,13,0,0,0
113,"1_2",1,2,6.18744,1.28016,1.0668,0.92675,47.63037823,-122.3984505,"2022_10_06_14-05-43_72.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,12,0,0,0
114,"1_2",1,2,6.33984,1.28016,1.0668,1.035222222,47.6303711,-122.398342,"2022_10_06_14-05-43_8.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,10,0,0,0
115,"1_2",1,2,6.18744,1.28016,1.0668,0.924222222,47.63037761,-122.3984581,"2022_10_06_14-05-43_80.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,1,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0,12,0,0,0
116,"1_2",1,2,6.18744,1.28016,1.0668,0.900555556,47.63037659,-122.3984675,"2022_10_06_14-05-43_88.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
117,"1_2",1,2,6.15696,1.28016,1.0668,0.932555556,47.63037383,-122.3984846,"2022_10_06_14-05-43_96.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,23,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0
118,"1_3",1,3,5.88264,1.28016,0.48768,0.938444444,47.6304512,-122.3984298,"2022_10_06_14-23-32_0.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,64,4,0,0,0,0,0
119,"1_3",1,3,5.69976,1.28016,0.48768,0.916777778,47.6304778,-122.3985758,"2022_10_06_14-23-32_104.jpg",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0
120,"1_3",1,3,5.60832,1.28016,0.48768,0.924222222,47.63047851,-122.3985908,"2022_10_06_14-23-32_112.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0
121,"1_3",1,3,5.6388,1.28016,0.48768,0.930888889,47.63047826,-122.3986001,"2022_10_06_14-23-32_120.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0
122,"1_3",1,3,5.4864,1.28016,0.48768,1.060888889,47.63047708,-122.3986171,"2022_10_06_14-23-32_128.jpg",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0
123,"1_3",1,3,5.51688,1.28016,0.48768,1.038888889,47.6304736,-122.398632,"2022_10_06_14-23-32_136.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0
124,"1_3",1,3,5.54736,1.28016,0.48768,0.987,47.63047029,-122.3986426,"2022_10_06_14-23-32_144.jpg",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,16,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60,6,0,0,0,0,0
125,"1_3",1,3,5.60832,1.28016,0.48768,0.966444444,47.63046946,-122.3986533,"2022_10_06_14-23-32_152.jpg",0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,8,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0,0,0,0
126,"1_3",1,3,5.82168,1.28016,0.48768,0.910222222,47.63045569,-122.3984544,"2022_10_06_14-23-32_16.jpg",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,16,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,4,0,0,0,0,0
127,"1_3",1,3,5.57784,1.28016,0.48768,0.919111111,47.63046926,-122.3986648,"2022_10_06_14-23-32_160.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,64,2,0,0,0,0,0
128,"1_3",1,3,5.54736,1.28016,0.48768,0.9867,47.63046908,-122.3986752,"2022_10_06_14-23-32_168.jpg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0
129,"1_3",1,3,5.57784,1.28016,0.48768,0.969111111,47.63046916,-122.3986849,"2022_10_06_14-23-32_176.jpg",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,62,2,0,0,0,0,0
130,"1_3",1,3,5.57784,1.28016,0.48768,0.954666667,47.63046854,-122.3986976,"2022_10_06_14-23-32_184.jpg",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,16,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0
